$GPGGA,185523.538,3554.928,N,07602.498,W,0,00,,,M,,M,,*55
$GPGGA,185524.538,3554.927,N,07602.499,W,0,00,,,M,,M,,*5C
$GPGGA,185525.538,3554.925,N,07602.500,W,0,00,,,M,,M,,*5E
$GPGGA,185526.538,3554.923,N,07602.499,W,0,00,,,M,,M,,*5A
$GPGGA,185527.538,3554.921,N,07602.499,W,0,00,,,M,,M,,*59
$GPGGA,185528.538,3554.920,N,07602.499,W,0,00,,,M,,M,,*57
$GPGGA,185529.538,3554.918,N,07602.498,W,0,00,,,M,,M,,*5C
$GPGGA,185530.538,3554.916,N,07602.497,W,0,00,,,M,,M,,*55
$GPGGA,185531.538,3554.915,N,07602.496,W,0,00,,,M,,M,,*56
$GPGGA,185532.538,3554.913,N,07602.496,W,0,00,,,M,,M,,*53
$GPGGA,185533.538,3554.911,N,07602.496,W,0,00,,,M,,M,,*50
$GPGGA,185534.538,3554.909,N,07602.496,W,0,00,,,M,,M,,*5E
$GPGGA,185535.538,3554.908,N,07602.496,W,0,00,,,M,,M,,*5E
$GPGGA,185536.538,3554.906,N,07602.496,W,0,00,,,M,,M,,*53
$GPGGA,185537.538,3554.904,N,07602.495,W,0,00,,,M,,M,,*53
$GPGGA,185538.538,3554.902,N,07602.495,W,0,00,,,M,,M,,*5A
$GPGGA,185539.538,3554.900,N,07602.495,W,0,00,,,M,,M,,*59
$GPGGA,185540.538,3554.899,N,07602.495,W,0,00,,,M,,M,,*56
$GPGGA,185541.538,3554.897,N,07602.494,W,0,00,,,M,,M,,*58
$GPGGA,185542.538,3554.895,N,07602.494,W,0,00,,,M,,M,,*59
$GPGGA,185543.538,3554.893,N,07602.493,W,0,00,,,M,,M,,*59
$GPGGA,185544.538,3554.892,N,07602.493,W,0,00,,,M,,M,,*5F
$GPGGA,185545.538,3554.890,N,07602.492,W,0,00,,,M,,M,,*5D
$GPGGA,185546.538,3554.888,N,07602.492,W,0,00,,,M,,M,,*57
$GPGGA,185547.538,3554.887,N,07602.491,W,0,00,,,M,,M,,*5A
