$GPGGA,185523.538,7.00274,N,73.05468,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00297,N,73.05478,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00383,N,73.05516,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00496,N,73.05565,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00509,N,73.0557,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.0052,N,73.05573,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00536,N,73.05577,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00556,N,73.0558,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00584,N,73.05582,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00647,N,73.05585,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00681,N,73.05586,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00727,N,73.05589,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00784,N,73.0559,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.0081,N,73.05589,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00833,N,73.05587,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00853,N,73.05584,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00873,N,73.05581,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00891,N,73.05577,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00933,N,73.05569,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.00985,N,73.05558,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01021,N,73.0555,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01055,N,73.05544,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01068,N,73.05543,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01086,N,73.05543,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01101,N,73.05544,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01125,N,73.05549,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01146,N,73.05555,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01178,N,73.05567,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01244,N,73.05595,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01279,N,73.05607,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01313,N,73.0562,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01339,N,73.0563,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01363,N,73.05638,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01373,N,73.05641,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01379,N,73.05644,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01388,N,73.05646,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01394,N,73.05648,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01407,N,73.0565,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.0144,N,73.05653,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01447,N,73.05654,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01452,N,73.05656,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01459,N,73.05658,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01522,N,73.05682,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01547,N,73.05691,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.0156,N,73.05695,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01581,N,73.05705,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01597,N,73.05713,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.0162,N,73.05725,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01632,N,73.0573,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01644,N,73.05734,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01651,N,73.05736,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01695,N,73.05742,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01739,N,73.05748,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01756,N,73.05752,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01767,N,73.05756,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01777,N,73.05761,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01785,N,73.05765,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01789,N,73.05768,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01803,N,73.05777,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01854,N,73.0582,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01916,N,73.05869,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01941,N,73.05892,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.01971,N,73.05925,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02039,N,73.06001,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02122,N,73.06092,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02123,N,73.06092,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02194,N,73.06174,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02228,N,73.06207,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02247,N,73.06224,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02276,N,73.06249,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02296,N,73.06264,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02298,N,73.06266,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02311,N,73.06275,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02398,N,73.06328,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02425,N,73.06345,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02431,N,73.0635,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02457,N,73.06371,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02466,N,73.06379,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02481,N,73.06395,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02496,N,73.06414,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02526,N,73.06451,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02568,N,73.06504,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02642,N,73.06593,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02676,N,73.06629,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02684,N,73.06637,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02734,N,73.06692,W,0,00,,,M,,M,,*55
$GPGGA,185523.538,7.02778,N,73.06735,W,0,00,,,M,,M,,*55
